@relation images
@attribute filename string
@attribute class {BEAGLE,GERMAN_SHORTHAIRED}
@data
../data/images/beagle_1.jpg,BEAGLE
../data/images/beagle_10.jpg,BEAGLE
../data/images/beagle_12.jpg,BEAGLE
../data/images/beagle_13.jpg,BEAGLE
../data/images/beagle_14.jpg,BEAGLE
../data/images/beagle_15.jpg,BEAGLE
../data/images/beagle_16.jpg,BEAGLE
../data/images/beagle_17.jpg,BEAGLE
../data/images/beagle_18.jpg,BEAGLE
../data/images/beagle_19.jpg,BEAGLE
../data/images/beagle_2.jpg,BEAGLE
../data/images/beagle_20.jpg,BEAGLE
../data/images/beagle_21.jpg,BEAGLE
../data/images/beagle_22.jpg,BEAGLE
../data/images/beagle_23.jpg,BEAGLE
../data/images/beagle_24.jpg,BEAGLE
../data/images/beagle_25.jpg,BEAGLE
../data/images/beagle_26.jpg,BEAGLE
../data/images/beagle_27.jpg,BEAGLE
../data/images/beagle_28.jpg,BEAGLE
../data/images/beagle_29.jpg,BEAGLE
../data/images/beagle_3.jpg,BEAGLE
../data/images/beagle_30.jpg,BEAGLE
../data/images/beagle_31.jpg,BEAGLE
../data/images/beagle_32.jpg,BEAGLE
../data/images/beagle_33.jpg,BEAGLE
../data/images/beagle_34.jpg,BEAGLE
../data/images/beagle_35.jpg,BEAGLE
../data/images/beagle_36.jpg,BEAGLE
../data/images/beagle_37.jpg,BEAGLE
../data/images/beagle_38.jpg,BEAGLE
../data/images/beagle_39.jpg,BEAGLE
../data/images/beagle_4.jpg,BEAGLE
../data/images/beagle_40.jpg,BEAGLE
../data/images/beagle_41.jpg,BEAGLE
../data/images/beagle_42.jpg,BEAGLE
../data/images/beagle_43.jpg,BEAGLE
../data/images/beagle_44.jpg,BEAGLE
../data/images/beagle_45.jpg,BEAGLE
../data/images/beagle_46.jpg,BEAGLE
../data/images/beagle_47.jpg,BEAGLE
../data/images/beagle_48.jpg,BEAGLE
../data/images/beagle_49.jpg,BEAGLE
../data/images/beagle_5.jpg,BEAGLE
../data/images/beagle_50.jpg,BEAGLE
../data/images/beagle_6.jpg,BEAGLE
../data/images/beagle_7.jpg,BEAGLE
../data/images/beagle_8.jpg,BEAGLE
../data/images/beagle_9.jpg,BEAGLE
../data/images/german_shorthaired_1.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_10.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_11.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_12.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_13.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_14.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_15.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_16.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_17.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_18.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_19.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_2.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_20.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_21.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_22.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_23.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_24.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_25.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_26.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_27.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_28.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_29.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_3.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_30.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_31.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_32.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_33.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_34.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_35.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_36.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_37.jpg,GERMAN_SHORTHAIRED
